stock,change,month,year,status
pgas,0.48,10,2019,positive
pgas,9.38,9,2019,positive
pgas,-6.34,8,2019,negative
pgas,-2.84,7,2019,negative
pgas,2.43,6,2019,positive
pgas,-11.21,5,2019,negative
pgas,-1.28,4,2019,negative
pgas,-7.48,3,2019,negative
pgas,-1.17,2,2019,negative
pgas,21.23,1,2019,positive
pgas,8.44,12,2018,positive
pgas,-11.94,11,2018,negative
pgas,-1.33,10,2018,negative
pgas,5.14,9,2018,positive
pgas,25.88,8,2018,positive
pgas,-14.79,7,2018,negative
pgas,-3.62,6,2018,negative
pgas,4.28,5,2018,positive
pgas,-13.70,4,2018,negative
pgas,-13.86,3,2018,negative
pgas,2.30,2,2018,positive
pgas,49.14,1,2018,positive
pgas,2.94,12,2017,positive
pgas,-7.61,11,2017,negative
pgas,16.83,10,2017,positive
pgas,-25.71,9,2017,negative
pgas,-5.78,8,2017,negative
pgas,0.00,7,2017,positive
pgas,-6.25,6,2017,negative
pgas,-1.23,5,2017,negative
pgas,-3.95,4,2017,negative
pgas,-10.60,3,2017,negative
pgas,-1.74,2,2017,negative
pgas,6.67,1,2017,positive
pgas,1.89,12,2016,positive
pgas,3.52,11,2016,positive
pgas,-10.80,10,2016,negative
pgas,-4.97,9,2016,negative
pgas,-8.21,8,2016,negative
pgas,40.60,7,2016,positive
pgas,-5.65,6,2016,negative
pgas,-5.34,5,2016,negative
pgas,0.19,4,2016,positive
pgas,-0.76,3,2016,negative
pgas,9.56,2,2016,positive
pgas,-12.39,1,2016,negative
pgas,3.39,12,2015,positive
ptba,23.65,3,2016,positive
ptba,14.04,2,2016,positive
ptba,-1.66,1,2016,negative
ptba,-19.20,12,2015,negative
ptba,-23.29,11,2015,negative
ptba,29.78,10,2015,positive
ptba,-3.85,9,2015,negative
ptba,-2.50,8,2015,negative
ptba,-28.57,7,2015,negative
ptba,-14.50,6,2015,negative
ptba,5.08,5,2015,positive
ptba,-13.02,4,2015,negative
ptba,0.70,3,2015,positive
ptba,-6.15,2,2015,negative
ptba,-9.00,1,2015,negative
ptba,-4.94,12,2014,negative
ptba,1.54,11,2014,positive
ptba,-1.89,10,2014,negative
ptba,-1.12,9,2014,negative
ptba,14.59,8,2014,positive
ptba,8.62,7,2014,positive
ptba,0.23,6,2014,positive
ptba,8.35,5,2014,positive
ptba,5.90,4,2014,positive
ptba,-2.61,3,2014,negative
ptba,3.51,2,2014,positive
ptba,-9.31,1,2014,negative
ptba,-15.00,12,2013,negative
ptba,-1.23,11,2013,negative
ptba,-4.71,10,2013,negative
ptba,5.37,9,2013,positive
ptba,21.61,8,2013,positive
ptba,-25.19,7,2013,negative
ptba,9.02,6,2013,positive
ptba,-20.00,5,2013,negative
ptba,5.90,4,2013,positive
ptba,-4.64,3,2013,negative
ptba,-2.58,2,2013,negative
ptba,2.65,1,2013,positive
smgr,0.27,7,2016,positive
smgr,3.89,6,2016,positive
smgr,-9.09,5,2016,negative
smgr,-2.70,4,2016,negative
smgr,-0.73,3,2016,negative
smgr,-7.24,2,2016,negative
smgr,-3.07,1,2016,negative
smgr,7.29,12,2015,positive
smgr,8.42,11,2015,positive
smgr,8.29,10,2015,positive
smgr,-2.16,9,2015,negative
smgr,-8.42,8,2015,negative
smgr,-15.83,7,2015,negative
smgr,-10.78,6,2015,negative
smgr,7.60,5,2015,positive
smgr,-8.42,4,2015,negative
smgr,-8.24,3,2015,negative
smgr,2.06,2,2015,positive
smgr,-10.03,1,2015,negative
smgr,1.25,12,2014,positive
smgr,0.79,11,2014,positive
smgr,2.92,10,2014,positive
smgr,-4.93,9,2014,negative
smgr,-2.11,8,2014,negative
smgr,9.95,7,2014,positive
smgr,2.38,6,2014,positive
smgr,-0.84,5,2014,negative
smgr,-6.01,4,2014,negative
smgr,5.33,3,2014,positive
smgr,5.63,2,2014,positive
smgr,0.35,1,2014,positive
smgr,10.55,12,2013,positive
smgr,-10.80,11,2013,negative
smgr,10.38,10,2013,positive
smgr,3.17,9,2013,positive
smgr,-17.11,8,2013,negative
smgr,-11.11,7,2013,negative
smgr,-5.00,6,2013,negative
smgr,-2.17,5,2013,negative
smgr,3.95,4,2013,positive
smgr,2.02,3,2013,positive
smgr,10.16,2,2013,positive
smgr,-0.63,1,2013,negative
tbig,11.21,5,2015,positive
tbig,-10.55,4,2015,negative
tbig,2.16,3,2015,positive
tbig,-2.37,2,2015,negative
tbig,-2.06,1,2015,negative
tbig,2.92,12,2014,positive
tbig,5.90,11,2014,positive
tbig,11.25,10,2014,positive
tbig,1.59,9,2014,positive
tbig,-5.12,8,2014,negative
tbig,3.11,7,2014,positive
tbig,4.89,6,2014,positive
tbig,18.08,5,2014,positive
tbig,8.33,4,2014,positive
tbig,-4.00,3,2014,negative
tbig,0.81,2,2014,positive
tbig,6.90,1,2014,positive
tbig,-3.33,12,2013,negative
tbig,5.26,11,2013,positive
tbig,-2.56,10,2013,negative
tbig,12.50,9,2013,positive
tbig,-8.77,8,2013,negative
tbig,9.62,7,2013,positive
tbig,-13.33,6,2013,negative
tbig,6.19,5,2013,positive
tbig,-6.61,4,2013,negative
tbig,8.04,3,2013,positive
tbig,-5.08,2,2013,negative
tbig,3.51,1,2013,positive
pgas,-11.50,11,2015,negative
pgas,18.58,10,2015,positive
pgas,-8.99,9,2015,negative
pgas,-30.50,8,2015,negative
pgas,-7.30,7,2015,negative
pgas,0.47,6,2015,positive
pgas,4.76,5,2015,positive
pgas,-14.58,4,2015,negative
pgas,-7.69,3,2015,negative
pgas,2.97,2,2015,positive
pgas,-15.83,1,2015,negative
pgas,0.84,12,2014,positive
pgas,0.00,11,2014,positive
pgas,-0.83,10,2014,negative
pgas,3.45,9,2014,positive
pgas,-1.69,8,2014,negative
pgas,5.83,7,2014,positive
pgas,2.76,6,2014,positive
pgas,1.88,5,2014,positive
pgas,3.90,4,2014,positive
pgas,4.59,3,2014,positive
pgas,2.73,2,2014,positive
pgas,6.59,1,2014,positive
mdka,-6.07,9,2022,negative
mdka,5.42,8,2022,positive
mdka,1.75,7,2022,positive
mdka,-26.79,6,2022,negative
mdka,2.83,5,2022,positive
mdka,19.94,4,2022,positive
mdka,17.03,3,2022,positive
mdka,6.34,2,2022,positive
mdka,-6.43,1,2022,negative
mdka,6.27,12,2021,positive
mdka,15.83,11,2021,positive
mdka,25.38,10,2021,positive
mdka,-10.61,9,2021,negative
mdka,-4.74,8,2021,negative
mdka,0.70,7,2021,positive
mdka,8.88,6,2021,positive
mdka,3.05,5,2021,positive
mdka,21.83,4,2021,positive
mdka,-24.01,3,2021,negative
mdka,10.97,2,2021,positive
mdka,4.93,1,2021,positive
mdka,25.25,12,2020,positive
mdka,6.05,11,2020,positive
mdka,13.26,10,2020,positive
mdka,-7.18,9,2020,negative
mdka,-2.75,8,2020,negative
mdka,31.08,7,2020,positive
mdka,5.05,6,2020,positive
mdka,5.67,5,2020,positive
mdka,21.21,4,2020,positive
mdka,-22.23,3,2020,negative
mdka,11.57,2,2020,positive
mdka,9.29,1,2020,positive
mdka,-1.42,12,2019,negative
mdka,-9.18,11,2019,negative
mdka,-4.03,10,2019,negative
mdka,2.10,9,2019,positive
mdka,21.43,8,2019,positive
mdka,6.41,7,2019,positive
mdka,15.70,6,2019,positive
mdka,2.05,5,2019,positive
mdka,18.00,4,2019,positive
mdka,-5.16,3,2019,negative
mdka,3.87,2,2019,positive
mdka,-1.76,1,2019,negative
mdka,23.29,12,2018,positive
mdka,1.47,11,2018,positive
mdka,3.61,10,2018,positive
mdka,3.54,9,2018,positive
mdka,-6.43,8,2018,negative
mdka,-16.95,7,2018,negative
mdka,32.86,6,2018,positive
mdka,11.54,5,2018,positive
mdka,-14.17,4,2018,negative
mdka,14.70,3,2018,positive
mdka,2.51,2,2018,positive
mdka,9.23,1,2018,positive
mdka,-8.86,12,2017,negative
mdka,0.00,11,2017,positive
mdka,0.00,10,2017,positive
mdka,-2.00,9,2017,negative
mdka,0.45,8,2017,positive
mdka,3.95,7,2017,positive
mdka,-7.73,6,2017,negative
mdka,3.79,5,2017,positive
mdka,-4.06,4,2017,negative
mdka,17.88,3,2017,positive
mdka,7.59,2,2017,positive
mdka,-1.60,1,2017,negative
mdka,0.00,12,2016,positive
mdka,-1.57,11,2016,negative
mdka,1.60,10,2016,positive
mdka,0.00,9,2016,positive
mdka,0.00,8,2016,positive
mdka,1.08,7,2016,positive
mdka,4.51,6,2016,positive
mdka,-6.58,5,2016,negative
mdka,2.98,4,2016,positive
klbf,-0.89,9,2022,negative
klbf,3.70,8,2022,positive
klbf,-2.41,7,2022,negative
klbf,-0.90,6,2022,negative
klbf,2.13,5,2022,positive
klbf,1.86,4,2022,positive
klbf,-2.13,3,2022,negative
klbf,0.30,2,2022,positive
klbf,1.55,1,2022,positive
klbf,0.94,12,2021,positive
klbf,0.00,11,2021,positive
klbf,11.89,10,2021,positive
klbf,6.32,9,2021,positive
klbf,6.75,8,2021,positive
klbf,-10.00,7,2021,negative
klbf,-3.45,6,2021,negative
klbf,0.69,5,2021,positive
klbf,-8.28,4,2021,negative
klbf,6.80,3,2021,positive
klbf,0.34,2,2021,positive
klbf,-1.01,1,2021,negative
klbf,-1.66,12,2020,negative
klbf,-1.31,11,2020,negative
klbf,-1.61,10,2020,negative
klbf,-1.90,9,2020,negative
klbf,0.96,8,2020,positive
klbf,7.19,7,2020,positive
klbf,3.18,6,2020,positive
klbf,-1.74,5,2020,negative
klbf,20.00,4,2020,positive
klbf,-1.64,3,2020,negative
klbf,-14.69,2,2020,negative
klbf,-11.73,1,2020,negative
klbf,6.23,12,2019,positive
klbf,-4.39,11,2019,negative
klbf,-4.78,10,2019,negative
klbf,-0.89,9,2019,negative
klbf,14.97,8,2019,positive
klbf,0.68,7,2019,positive
klbf,3.91,6,2019,positive
klbf,-9.06,5,2019,negative
klbf,1.64,4,2019,positive
klbf,1.67,3,2019,positive
klbf,-6.56,2,2019,negative
klbf,5.26,1,2019,positive
klbf,-0.33,12,2018,negative
klbf,11.31,11,2018,positive
klbf,-0.72,10,2018,negative
klbf,2.60,9,2018,positive
klbf,3.86,8,2018,positive
klbf,6.15,7,2018,positive
klbf,-10.95,6,2018,negative
klbf,-8.97,5,2018,negative
klbf,0.33,4,2018,positive
klbf,-6.25,3,2018,negative
klbf,-3.90,2,2018,negative
klbf,-1.48,1,2018,negative
klbf,5.62,12,2017,positive
klbf,0.00,11,2017,positive
klbf,-3.90,10,2017,negative
klbf,-2.63,9,2017,negative
klbf,-1.44,8,2017,negative
klbf,6.77,7,2017,positive
klbf,5.52,6,2017,positive
klbf,-2.84,5,2017,negative
klbf,2.92,4,2017,positive
klbf,0.65,3,2017,positive
klbf,5.52,2,2017,positive
klbf,-4.29,1,2017,negative
klbf,1.00,12,2016,positive
klbf,-13.79,11,2016,negative
pgas,-7.73,12,2013,negative
pgas,-4.90,11,2013,negative
pgas,-1.92,10,2013,negative
pgas,-3.70,9,2013,negative
pgas,-8.47,8,2013,negative
pgas,2.61,7,2013,positive
pgas,4.55,6,2013,positive
pgas,-12.00,5,2013,negative
pgas,5.04,4,2013,positive
pgas,23.96,3,2013,positive
pgas,2.67,2,2013,positive
pgas,1.63,1,2013,positive
inco,0.41,9,2022,positive
inco,0.00,8,2022,positive
inco,7.96,7,2022,positive
inco,-31.31,6,2022,negative
inco,12.67,5,2022,positive
inco,8.96,4,2022,positive
inco,24.07,3,2022,positive
inco,14.65,2,2022,positive
inco,0.64,1,2022,positive
inco,-2.30,12,2021,negative
inco,-1.24,11,2021,negative
inco,5.66,10,2021,positive
inco,-9.56,9,2021,negative
inco,-7.73,8,2021,negative
inco,19.31,7,2021,positive
inco,-2.54,6,2021,negative
inco,2.60,5,2021,positive
inco,5.25,4,2021,positive
inco,-27.90,3,2021,negative
inco,10.45,2,2021,positive
inco,7.84,1,2021,positive
inco,10.63,12,2020,positive
inco,13.83,11,2020,positive
inco,13.76,10,2020,positive
inco,-6.07,9,2020,negative
inco,10.82,8,2020,positive
inco,22.14,7,2020,positive
inco,0.72,6,2020,positive
inco,8.17,5,2020,positive
inco,18.98,4,2020,positive
inco,-11.84,3,2020,negative
inco,-22.47,2,2020,negative
inco,-13.19,1,2020,negative
inco,21.33,12,2019,positive
inco,-19.14,11,2019,negative
inco,5.70,10,2019,positive
inco,-0.57,9,2019,negative
inco,16.50,8,2019,positive
inco,-2.88,7,2019,negative
inco,15.56,6,2019,positive
inco,-11.48,5,2019,negative
inco,-10.03,4,2019,negative
inco,-9.36,3,2019,negative
inco,-2.86,2,2019,negative
inco,18.10,1,2019,positive
inco,7.59,12,2018,positive
inco,3.77,11,2018,positive
inco,-21.29,10,2018,negative
inco,-2.37,9,2018,negative
inco,-13.04,8,2018,negative
inco,8.17,7,2018,positive
inco,4.66,6,2018,positive
inco,22.15,5,2018,positive
inco,13.26,4,2018,positive
inco,-17.70,3,2018,negative
inco,-9.60,2,2018,negative
inco,29.76,1,2018,positive
inco,4.71,12,2017,positive
inco,-6.12,11,2017,negative
inco,13.51,10,2017,positive
inco,-12.79,9,2017,negative
inco,22.73,8,2017,positive
inco,30.81,7,2017,positive
inco,-2.89,6,2017,negative
inco,-14.19,5,2017,negative
inco,-7.11,4,2017,negative
inco,-6.27,3,2017,negative
inco,7.59,2,2017,positive
inco,-15.96,1,2017,negative
indf,1.20,9,2022,positive
indf,-8.46,8,2022,negative
indf,-3.55,7,2022,negative
indf,6.82,6,2022,positive
indf,4.76,5,2022,positive
indf,5.88,4,2022,positive
indf,-4.03,3,2022,negative
indf,-1.98,2,2022,negative
indf,0.00,1,2022,positive
indf,0.40,12,2021,positive
indf,-0.79,11,2021,negative
indf,0.00,10,2021,positive
indf,2.83,9,2021,positive
indf,1.65,8,2021,positive
indf,-1.62,7,2021,negative
indf,-2.76,6,2021,negative
indf,-2.68,5,2021,negative
indf,-1.14,4,2021,negative
indf,9.09,3,2021,positive
indf,0.00,2,2021,positive
indf,-11.68,1,2021,negative
indf,-3.52,12,2020,negative
indf,1.43,11,2020,positive
indf,-2.10,10,2020,negative
indf,-6.23,9,2020,negative
indf,18.22,8,2020,positive
indf,-1.15,7,2020,negative
indf,13.48,6,2020,positive
indf,-11.88,5,2020,negative
indf,2.76,4,2020,positive
indf,-2.31,3,2020,negative
indf,-16.93,2,2020,negative
indf,-1.26,1,2020,negative
indf,-0.31,12,2019,negative
indf,3.25,11,2019,positive
indf,0.00,10,2019,positive
indf,-2.84,9,2019,negative
indf,12.01,8,2019,positive
indf,0.71,7,2019,positive
indf,6.44,6,2019,positive
indf,-5.04,5,2019,negative
indf,9.02,4,2019,positive
indf,-9.89,3,2019,negative
indf,-8.71,2,2019,negative
indf,4.03,1,2019,positive
indf,12.88,12,2018,positive
indf,10.46,11,2018,positive
indf,1.27,10,2018,positive
indf,-7.45,9,2018,negative
indf,0.39,8,2018,positive
indf,-4.51,7,2018,negative
indf,-6.01,6,2018,negative
indf,1.43,5,2018,positive
indf,-3.12,4,2018,negative
indf,-4.95,3,2018,negative
indf,-2.26,2,2018,negative
indf,1.64,1,2018,positive
itmg,12.02,9,2022,positive
itmg,-0.76,8,2022,negative
itmg,29.10,7,2022,positive
itmg,-12.36,6,2022,negative
itmg,23.24,5,2022,positive
itmg,-0.53,4,2022,negative
itmg,7.03,3,2022,positive
itmg,23.21,2,2022,positive
itmg,6.13,1,2022,positive
itmg,-5.34,12,2021,negative
itmg,-0.23,11,2021,negative
itmg,3.85,10,2021,positive
itmg,30.00,9,2021,positive
itmg,-5.60,8,2021,negative
itmg,19.37,7,2021,positive
itmg,9.86,6,2021,positive
itmg,8.84,5,2021,positive
itmg,3.94,4,2021,positive
itmg,-6.35,3,2021,negative
itmg,-0.41,2,2021,negative
itmg,-11.55,1,2021,negative
itmg,5.73,12,2020,positive
itmg,61.23,11,2020,positive
itmg,-0.31,10,2020,negative
itmg,-1.51,9,2020,negative
itmg,4.75,8,2020,positive
itmg,11.27,7,2020,positive
itmg,-12.35,6,2020,negative
itmg,12.50,5,2020,positive
itmg,-11.11,4,2020,negative
itmg,-28.32,3,2020,negative
itmg,12.44,2,2020,positive
itmg,-12.42,1,2020,negative
itmg,12.22,12,2019,positive
itmg,-23.12,11,2019,negative
itmg,7.26,10,2019,positive
itmg,-4.62,9,2019,negative
itmg,-22.73,8,2019,negative
itmg,-4.13,7,2019,negative
itmg,0.14,6,2019,positive
itmg,-8.84,5,2019,negative
itmg,-19.64,4,2019,negative
itmg,11.93,3,2019,positive
itmg,-6.25,2,2019,negative
itmg,12.59,1,2019,positive
itmg,-4.71,12,2018,negative
itmg,-14.66,11,2018,negative
itmg,-3.68,10,2018,negative
itmg,-8.66,9,2018,negative
itmg,-0.61,8,2018,negative
itmg,27.26,7,2018,positive
itmg,-13.36,6,2018,negative
itmg,9.20,5,2018,positive
itmg,-17.02,4,2018,negative
itmg,-7.47,3,2018,negative
itmg,1.65,2,2018,positive
itmg,46.38,1,2018,positive
itmg,-2.13,12,2017,negative
itmg,-4.73,11,2017,negative
itmg,9.63,10,2017,positive
itmg,4.11,9,2017,positive
itmg,-2.75,8,2017,negative
itmg,15.61,7,2017,positive
itmg,13.82,6,2017,positive
itmg,-20.52,5,2017,negative
itmg,-5.32,4,2017,negative
itmg,14.77,3,2017,positive
itmg,17.33,2,2017,positive
inkp,6.91,9,2022,positive
inkp,9.54,8,2022,positive
inkp,0.00,7,2022,positive
inkp,-7.88,6,2022,negative
inkp,8.91,5,2022,positive
inkp,-4.11,4,2022,negative
inkp,-2.17,3,2022,negative
inkp,6.25,2,2022,positive
inkp,-2.88,1,2022,negative
inkp,3.64,12,2021,positive
inkp,-10.91,11,2021,negative
inkp,-1.17,10,2021,negative
inkp,8.54,9,2021,positive
inkp,16.18,8,2021,positive
inkp,-8.72,7,2021,negative
inkp,-12.35,6,2021,negative
inkp,-6.59,5,2021,negative
inkp,-12.92,4,2021,negative
inkp,-20.68,3,2021,negative
inkp,2.13,2,2021,positive
inkp,23.74,1,2021,positive
inkp,20.17,12,2020,positive
inkp,-4.93,11,2020,negative
inkp,1.67,10,2020,positive
inkp,-3.49,9,2020,negative
inkp,19.23,8,2020,positive
inkp,30.54,7,2020,positive
inkp,13.81,6,2020,positive
inkp,-5.41,5,2020,negative
inkp,38.40,4,2020,positive
inkp,-28.71,3,2020,negative
inkp,-16.67,2,2020,negative
inkp,-12.34,1,2020,negative
inkp,13.24,12,2019,positive
inkp,-6.53,11,2019,negative
inkp,12.36,10,2019,positive
inkp,-5.47,9,2019,negative
inkp,-8.36,8,2019,negative
inkp,-20.27,7,2019,negative
inkp,20.97,6,2019,positive
inkp,4.73,5,2019,positive
inkp,-13.95,4,2019,negative
inkp,-22.00,3,2019,negative
inkp,-15.19,2,2019,negative
inkp,12.55,1,2019,positive
inkp,10.00,12,2018,positive
inkp,-17.49,11,2018,negative
inkp,-26.66,10,2018,negative
inkp,-9.16,9,2018,negative
inkp,-0.52,8,2018,negative
inkp,3.23,7,2018,positive
inkp,-0.53,6,2018,negative
inkp,41.67,5,2018,positive
inkp,20.00,4,2018,positive
inkp,2.33,3,2018,positive
inkp,14.67,2,2018,positive
inkp,73.61,1,2018,positive
inkp,3.35,12,2017,positive
inkp,-0.95,11,2017,negative
inkp,25.89,10,2017,positive
inkp,36.04,9,2017,positive
inkp,11.19,8,2017,positive
inkp,8.63,7,2017,positive
inkp,0.79,6,2017,positive
inkp,21.63,5,2017,positive
inkp,58.78,4,2017,positive
inkp,3.97,3,2017,positive
inkp,20.57,2,2017,positive
inkp,9.42,1,2017,positive
inkp,-2.05,12,2016,negative
inkp,-8.02,11,2016,negative
inkp,7.61,10,2016,positive
inkp,-5.29,9,2016,negative
inkp,-0.95,8,2016,negative
inkp,14.13,7,2016,positive
inkp,2.22,6,2016,positive
inkp,-10.00,5,2016,negative
icbp,3.01,9,2022,positive
icbp,-5.95,8,2022,negative
icbp,-7.59,7,2022,negative
icbp,11.37,6,2022,positive
icbp,12.46,5,2022,positive
icbp,3.74,4,2022,positive
icbp,-13.53,3,2022,negative
icbp,-2.58,2,2022,negative
icbp,0.29,1,2022,positive
icbp,2.96,12,2021,positive
icbp,-3.98,11,2021,negative
icbp,5.39,10,2021,positive
icbp,-0.89,9,2021,negative
icbp,3.69,8,2021,positive
icbp,-0.31,7,2021,negative
icbp,-0.61,6,2021,negative
icbp,-5.75,5,2021,negative
icbp,-5.43,4,2021,negative
icbp,7.29,3,2021,positive
icbp,-5.77,2,2021,negative
icbp,-4.96,1,2021,negative
icbp,-3.28,12,2020,negative
icbp,2.59,11,2020,positive
icbp,-4.22,10,2020,negative
icbp,-1.47,9,2020,negative
icbp,11.14,8,2020,positive
icbp,-1.60,7,2020,negative
icbp,14.72,6,2020,positive
icbp,-17.47,5,2020,negative
icbp,-3.42,4,2020,negative
icbp,-0.49,3,2020,negative
icbp,-9.67,2,2020,negative
icbp,2.02,1,2020,positive
icbp,-1.55,12,2019,negative
icbp,-2.58,11,2019,negative
icbp,-3.33,10,2019,negative
icbp,-0.21,9,2019,negative
icbp,12.62,8,2019,positive
icbp,5.42,7,2019,positive
icbp,3.57,6,2019,positive
icbp,0.77,5,2019,positive
icbp,4.29,4,2019,positive
icbp,-8.80,3,2019,negative
icbp,-5.10,2,2019,negative
icbp,3.11,1,2019,positive
icbp,6.09,12,2018,positive
icbp,10.36,11,2018,positive
icbp,1.13,10,2018,positive
icbp,1.73,9,2018,positive
icbp,-0.57,8,2018,negative
icbp,-1.41,7,2018,negative
icbp,1.72,6,2018,positive
icbp,0.29,5,2018,positive
icbp,4.83,4,2018,positive
icbp,-7.80,3,2018,negative
icbp,2.87,2,2018,positive
icbp,-1.97,1,2018,negative
icbp,5.33,12,2017,positive
icbp,-3.98,11,2017,negative
icbp,0.86,10,2017,positive
icbp,0.00,9,2017,positive
icbp,4.49,8,2017,positive
icbp,-5.11,7,2017,negative
icbp,1.15,6,2017,positive
icbp,-0.85,5,2017,negative
icbp,7.67,4,2017,positive
icbp,-2.10,3,2017,negative
icbp,-0.89,2,2017,negative
icbp,-2.04,1,2017,negative
icbp,-0.87,12,2016,negative
icbp,-7.98,11,2016,negative
icbp,-0.79,10,2016,negative
icbp,-5.01,9,2016,negative
icbp,15.99,8,2016,positive
icbp,-0.15,7,2016,negative
icbp,6.33,6,2016,positive
hrum,6.47,9,2022,positive
hrum,-7.86,8,2022,negative
hrum,19.42,7,2022,positive
hrum,-34.95,6,2022,negative
hrum,3.04,5,2022,positive
hrum,7.71,4,2022,positive
hrum,-12.83,3,2022,negative
hrum,15.53,2,2022,positive
hrum,2.91,1,2022,positive
hrum,12.23,12,2021,positive
hrum,20.66,11,2021,positive
hrum,-18.01,10,2021,negative
hrum,91.75,9,2021,positive
hrum,-15.65,8,2021,negative
hrum,13.30,7,2021,positive
hrum,-0.98,6,2021,negative
hrum,-0.49,5,2021,negative
hrum,5.53,4,2021,positive
hrum,-23.75,3,2021,negative
hrum,31.69,2,2021,positive
hrum,63.09,1,2021,positive
hrum,7.19,12,2020,positive
hrum,27.52,11,2020,positive
hrum,38.85,10,2020,positive
hrum,3.29,9,2020,positive
hrum,28.81,8,2020,positive
hrum,-0.84,7,2020,negative
hrum,-2.06,6,2020,negative
hrum,-3.19,5,2020,negative
hrum,-4.92,4,2020,negative
hrum,12.34,3,2020,positive
hrum,-11.99,2,2020,negative
hrum,1.14,1,2020,positive
hrum,0.38,12,2019,positive
hrum,-2.59,11,2019,negative
hrum,0.75,10,2019,positive
hrum,-4.96,9,2019,negative
hrum,6.42,8,2019,positive
hrum,-11.07,7,2019,negative
hrum,3.83,6,2019,positive
hrum,7.09,5,2019,positive
hrum,-5.63,4,2019,negative
hrum,-3.07,3,2019,negative
hrum,-16.29,2,2019,negative
hrum,25.00,1,2019,positive
hrum,2.56,12,2018,positive
hrum,-30.36,11,2018,negative
hrum,-18.33,10,2018,negative
hrum,-6.25,9,2018,negative
hrum,-11.72,8,2018,negative
hrum,16.94,7,2018,positive
hrum,-23.22,6,2018,negative
hrum,26.17,5,2018,positive
hrum,-5.88,4,2018,negative
hrum,-20.00,3,2018,negative
hrum,3.03,2,2018,positive
hrum,60.98,1,2018,positive
hrum,0.49,12,2017,positive
hrum,-13.19,11,2017,negative
hrum,9.81,10,2017,positive
hrum,-7.76,9,2017,negative
hrum,5.45,8,2017,positive
hrum,10.28,7,2017,positive
mdka,3.94,3,2016,positive
mdka,-5.33,2,2016,negative
mdka,-0.79,1,2016,negative
mdka,-0.26,12,2015,negative
mdka,1.07,11,2015,positive
mdka,-1.32,10,2015,negative
mdka,0.53,9,2015,positive
mdka,0.80,8,2015,positive
mdka,0.00,7,2015,positive
mdka,0.00,6,2015,positive
klbf,1.46,10,2016,positive
klbf,-4.46,9,2016,negative
klbf,7.16,8,2016,positive
klbf,9.48,7,2016,positive
klbf,6.99,6,2016,positive
klbf,4.00,5,2016,positive
klbf,-4.84,4,2016,negative
klbf,11.15,3,2016,positive
klbf,-2.62,2,2016,negative
klbf,1.14,1,2016,positive
klbf,-1.12,12,2015,negative
klbf,-6.64,11,2015,negative
klbf,4.00,10,2015,positive
klbf,-17.91,9,2015,negative
klbf,-4.01,8,2015,negative
klbf,4.18,7,2015,positive
klbf,-8.97,6,2015,negative
klbf,2.51,5,2015,positive
klbf,-3.75,4,2015,negative
klbf,3.32,3,2015,positive
klbf,-3.22,2,2015,negative
klbf,1.91,1,2015,positive
klbf,4.57,12,2014,positive
klbf,2.64,11,2014,positive
klbf,0.29,10,2014,positive
klbf,2.41,9,2014,positive
klbf,-4.05,8,2014,negative
klbf,4.22,7,2014,positive
klbf,7.79,6,2014,positive
klbf,-0.32,5,2014,negative
klbf,5.46,4,2014,positive
klbf,1.03,3,2014,positive
klbf,3.20,2,2014,positive
klbf,12.40,1,2014,positive
klbf,2.46,12,2013,positive
klbf,-6.15,11,2013,negative
klbf,10.17,10,2013,positive
klbf,-12.59,9,2013,negative
klbf,-5.59,8,2013,negative
klbf,-0.69,7,2013,negative
klbf,-0.69,6,2013,negative
klbf,4.32,5,2013,positive
klbf,12.10,4,2013,positive
klbf,-3.88,3,2013,negative
klbf,18.35,2,2013,positive
klbf,2.83,1,2013,positive
inco,-16.57,12,2016,negative
inco,24.26,11,2016,positive
inco,-7.80,10,2016,negative
inco,11.74,9,2016,positive
inco,3.12,8,2016,positive
inco,40.66,7,2016,positive
inco,9.97,6,2016,positive
inco,-11.02,5,2016,negative
inco,6.29,4,2016,positive
inco,14.01,3,2016,positive
inco,6.23,2,2016,positive
inco,-11.62,1,2016,negative
inco,-0.61,12,2015,negative
inco,-26.40,11,2015,negative
inco,2.29,10,2015,positive
inco,41.42,9,2015,positive
inco,-21.17,8,2015,negative
inco,-27.68,7,2015,negative
inco,-13.14,6,2015,negative
inco,11.63,5,2015,positive
inco,-13.60,4,2015,negative
inco,-8.23,3,2015,negative
inco,2.17,2,2015,positive
inco,-4.83,1,2015,negative
inco,-9.03,12,2014,negative
inco,5.15,11,2014,positive
inco,1.07,10,2014,positive
inco,-10.29,9,2014,negative
inco,3.85,8,2014,positive
inco,13.22,7,2014,positive
inco,-9.20,6,2014,negative
inco,10.28,5,2014,positive
inco,25.89,4,2014,positive
inco,17.99,3,2014,positive
inco,3.69,2,2014,positive
inco,-13.02,1,2014,negative
inco,10.42,12,2013,positive
inco,-3.03,11,2013,negative
inco,10.00,10,2013,positive
inco,-2.17,9,2013,negative
inco,29.94,8,2013,positive
inco,-12.59,7,2013,negative
inco,-20.59,6,2013,negative
inco,-10.53,5,2013,negative
inco,20.00,4,2013,positive
inco,-12.04,3,2013,negative
inco,-1.82,2,2013,negative
inco,17.02,1,2013,positive
indf,4.10,12,2017,positive
indf,-10.67,11,2017,negative
indf,-2.67,10,2017,negative
indf,0.60,9,2017,positive
