stock,change,month,year,status
indf,0.00,8,2017,positive
indf,-2.62,7,2017,negative
indf,-1.71,6,2017,negative
indf,4.48,5,2017,positive
indf,4.69,4,2017,positive
indf,-1.54,3,2017,negative
indf,2.52,2,2017,positive
indf,0.00,1,2017,positive
indf,4.62,12,2016,positive
indf,-10.88,11,2016,negative
indf,-2.30,10,2016,negative
indf,9.78,9,2016,positive
indf,-4.80,8,2016,negative
indf,14.83,7,2016,positive
indf,4.69,6,2016,positive
indf,-2.81,5,2016,negative
indf,-1.38,4,2016,negative
indf,2.48,3,2016,positive
indf,13.71,2,2016,positive
indf,19.81,1,2016,positive
indf,6.15,12,2015,positive
indf,-11.76,11,2015,negative
indf,0.45,10,2015,positive
indf,3.77,9,2015,positive
indf,-13.11,8,2015,negative
indf,-7.22,7,2015,negative
indf,-9.93,6,2015,negative
indf,8.15,5,2015,positive
indf,-9.40,4,2015,negative
indf,0.68,3,2015,positive
indf,-1.99,2,2015,negative
indf,11.85,1,2015,positive
indf,0.75,12,2014,positive
indf,-1.83,11,2014,negative
indf,-2.50,10,2014,negative
indf,1.82,9,2014,positive
indf,-2.83,8,2014,negative
indf,5.60,7,2014,positive
indf,-1.83,6,2014,negative
indf,-3.19,5,2014,negative
indf,-3.42,4,2014,negative
indf,1.74,3,2014,positive
indf,2.87,2,2014,positive
indf,5.68,1,2014,positive
indf,-0.75,12,2013,negative
indf,0.00,11,2013,positive
indf,-5.67,10,2013,negative
indf,8.46,9,2013,positive
indf,0.00,8,2013,positive
indf,-11.56,7,2013,negative
indf,0.00,6,2013,positive
indf,0.00,5,2013,positive
indf,-1.34,4,2013,negative
indf,2.05,3,2013,positive
indf,20.66,2,2013,positive
indf,3.42,1,2013,positive
itmg,-11.11,1,2017,negative
itmg,5.47,12,2016,positive
itmg,11.69,11,2016,positive
itmg,31.42,10,2016,positive
itmg,-4.18,9,2016,negative
itmg,-9.54,8,2016,negative
itmg,34.13,7,2016,positive
itmg,7.14,6,2016,positive
itmg,12.18,5,2016,positive
itmg,17.74,4,2016,positive
itmg,-1.85,3,2016,negative
itmg,40.33,2,2016,positive
itmg,-15.98,1,2016,negative
itmg,-15.19,12,2015,negative
itmg,-20.35,11,2015,negative
itmg,-14.18,10,2015,negative
itmg,5.61,9,2015,positive
itmg,-3.86,8,2015,negative
itmg,-24.32,7,2015,negative
itmg,-4.81,6,2015,negative
itmg,7.14,5,2015,positive
itmg,-25.44,4,2015,negative
itmg,0.00,3,2015,positive
itmg,0.90,2,2015,positive
itmg,8.94,1,2015,positive
itmg,-19.19,12,2014,negative
itmg,-10.15,11,2014,negative
itmg,-18.48,10,2014,negative
itmg,-7.81,9,2014,negative
itmg,7.74,8,2014,positive
itmg,-3.15,7,2014,negative
itmg,-5.76,6,2014,negative
itmg,12.46,5,2014,positive
itmg,4.62,4,2014,positive
itmg,-6.35,3,2014,negative
itmg,-2.99,2,2014,negative
itmg,-5.96,1,2014,negative
itmg,-0.70,12,2013,negative
itmg,-4.01,11,2013,negative
itmg,13.69,10,2013,positive
itmg,-17.94,9,2013,negative
itmg,32.44,8,2013,positive
itmg,-14.03,7,2013,negative
itmg,-6.17,6,2013,negative
itmg,-18.37,5,2013,negative
itmg,3.52,4,2013,positive
itmg,-11.80,3,2013,negative
itmg,-2.90,2,2013,negative
itmg,-0.24,1,2013,negative
inkp,4.17,4,2016,positive
inkp,8.47,3,2016,positive
inkp,-5.35,2,2016,negative
inkp,-2.09,1,2016,negative
inkp,0.53,12,2015,positive
inkp,15.15,11,2015,positive
inkp,4.43,10,2015,positive
inkp,1.28,9,2015,positive
inkp,-18.75,8,2015,negative
inkp,7.26,7,2015,positive
inkp,-10.50,6,2015,negative
inkp,-10.71,5,2015,negative
inkp,12.56,4,2015,positive
inkp,6.99,3,2015,positive
inkp,-14.68,2,2015,negative
inkp,4.31,1,2015,positive
inkp,-11.06,12,2014,negative
inkp,2.17,11,2014,positive
inkp,9.00,10,2014,positive
inkp,-21.27,9,2014,negative
inkp,-2.19,8,2014,negative
inkp,2.24,7,2014,positive
inkp,-3.94,6,2014,negative
inkp,3.33,5,2014,positive
inkp,-9.40,4,2014,negative
inkp,8.76,3,2014,positive
inkp,6.61,2,2014,positive
inkp,-8.21,1,2014,negative
inkp,-8.50,12,2013,negative
inkp,-0.65,11,2013,negative
inkp,27.27,10,2013,positive
inkp,11.01,9,2013,positive
inkp,4.81,8,2013,positive
inkp,-7.14,7,2013,negative
inkp,-32.93,6,2013,negative
inkp,91.95,5,2013,positive
inkp,-1.14,4,2013,negative
inkp,-2.22,3,2013,negative
inkp,25.00,2,2013,positive
inkp,5.88,1,2013,positive
icbp,6.05,5,2016,positive
icbp,0.50,4,2016,positive
icbp,-3.49,3,2016,negative
icbp,9.00,2,2016,positive
icbp,7.23,1,2016,positive
icbp,6.73,12,2015,positive
icbp,-4.35,11,2015,negative
icbp,6.45,10,2015,positive
icbp,-2.75,9,2015,negative
icbp,3.66,8,2015,positive
icbp,-1.41,7,2015,negative
icbp,-11.52,6,2015,negative
icbp,6.82,5,2015,positive
icbp,-10.06,4,2015,negative
icbp,2.63,3,2015,positive
icbp,-1.38,2,2015,negative
icbp,10.69,1,2015,positive
icbp,16.44,12,2014,positive
icbp,1.81,11,2014,positive
icbp,-2.64,10,2014,negative
icbp,8.10,9,2014,positive
icbp,0.48,8,2014,positive
icbp,4.50,7,2014,positive
icbp,-1.96,6,2014,negative
icbp,2.00,5,2014,positive
icbp,-0.99,4,2014,negative
icbp,-9.63,3,2014,negative
icbp,1.60,2,2014,positive
icbp,7.84,1,2014,positive
icbp,2.00,12,2013,positive
icbp,-10.71,11,2013,negative
icbp,9.27,10,2013,positive
icbp,2.50,9,2013,positive
icbp,-10.71,8,2013,negative
icbp,-8.20,7,2013,negative
icbp,-6.87,6,2013,negative
icbp,14.41,5,2013,positive
icbp,19.27,4,2013,positive
icbp,12.94,3,2013,positive
icbp,6.25,2,2013,positive
icbp,2.56,1,2013,positive
hrum,-5.45,6,2017,negative
hrum,-17.90,5,2017,negative
hrum,5.33,4,2017,positive
hrum,11.93,3,2017,positive
hrum,-0.91,2,2017,negative
hrum,2.80,1,2017,positive
hrum,-0.93,12,2016,negative
hrum,8.82,11,2016,positive
hrum,89.95,10,2016,positive
hrum,-0.48,9,2016,negative
hrum,-8.30,8,2016,negative
hrum,39.63,7,2016,positive
hrum,2.50,6,2016,positive
hrum,-11.60,5,2016,negative
hrum,2.84,4,2016,positive
hrum,23.94,3,2016,positive
hrum,14.52,2,2016,positive
hrum,-8.15,1,2016,negative
hrum,-2.17,12,2015,negative
hrum,-18.34,11,2015,negative
hrum,0.00,10,2015,positive
hrum,-9.63,9,2015,negative
hrum,-6.03,8,2015,negative
hrum,-9.95,7,2015,negative
hrum,-5.56,6,2015,negative
hrum,-2.09,5,2015,negative
hrum,-20.33,4,2015,negative
hrum,-9.37,3,2015,negative
hrum,8.88,2,2015,positive
hrum,-8.43,1,2015,negative
hrum,-1.19,12,2014,negative
hrum,6.33,11,2014,positive
hrum,-22.74,10,2014,negative
hrum,-4.88,9,2014,negative
hrum,1.90,8,2014,positive
hrum,-9.25,7,2014,negative
hrum,-4.12,6,2014,negative
hrum,2.75,5,2014,positive
hrum,8.01,4,2014,positive
hrum,-8.96,3,2014,negative
hrum,0.21,2,2014,positive
hrum,-12.91,1,2014,negative
hrum,-16.67,12,2013,negative
hrum,4.76,11,2013,positive
hrum,16.67,10,2013,positive
hrum,-16.28,9,2013,negative
hrum,24.04,8,2013,positive
hrum,-14.05,7,2013,negative
hrum,-22.93,6,2013,negative
hrum,-5.42,5,2013,negative
hrum,-13.54,4,2013,negative
hrum,-12.73,3,2013,negative
hrum,-8.33,2,2013,negative
hrum,0.00,1,2013,positive
cpin,0.43,9,2022,positive
cpin,4.91,8,2022,positive
cpin,-6.67,7,2022,negative
cpin,11.11,6,2022,positive
cpin,4.85,5,2022,positive
cpin,-8.85,4,2022,negative
cpin,-2.59,3,2022,negative
cpin,-7.94,2,2022,negative
cpin,5.88,1,2022,positive
cpin,-2.06,12,2021,negative
cpin,-2.02,11,2021,negative
cpin,-3.50,10,2021,negative
cpin,0.39,9,2021,positive
cpin,4.49,8,2021,positive
cpin,-2.00,7,2021,negative
cpin,-7.41,6,2021,negative
cpin,-4.26,5,2021,negative
cpin,0.71,4,2021,positive
cpin,13.82,3,2021,positive
cpin,6.96,2,2021,positive
cpin,-11.88,1,2021,negative
cpin,7.41,12,2020,positive
cpin,3.85,11,2020,positive
cpin,3.08,10,2020,positive
cpin,-9.92,9,2020,negative
cpin,1.20,8,2020,positive
cpin,11.66,7,2020,positive
cpin,-3.46,6,2020,negative
cpin,25.54,5,2020,positive
cpin,-6.88,4,2020,negative
cpin,-13.33,3,2020,negative
cpin,-14.29,2,2020,negative
cpin,2.31,1,2020,positive
cpin,-3.35,12,2019,negative
cpin,6.75,11,2019,positive
cpin,17.76,10,2019,positive
cpin,6.47,9,2019,positive
cpin,-6.51,8,2019,negative
cpin,13.64,7,2019,positive
cpin,-3.47,6,2019,negative
cpin,-7.11,5,2019,negative
cpin,-17.58,4,2019,negative
cpin,-12.33,3,2019,negative
cpin,-1.35,2,2019,negative
cpin,2.42,1,2019,positive
cpin,21.43,12,2018,positive
cpin,8.18,11,2018,positive
cpin,8.37,10,2018,positive
cpin,1.91,9,2018,positive
cpin,10.18,8,2018,positive
cpin,22.83,7,2018,positive
cpin,0.00,6,2018,positive
cpin,0.00,5,2018,positive
cpin,6.67,4,2018,positive
cpin,0.29,3,2018,positive
cpin,-0.29,2,2018,negative
cpin,15.00,1,2018,positive
cpin,2.74,12,2017,positive
cpin,-11.52,11,2017,negative
cpin,20.44,10,2017,positive
cpin,-1.08,9,2017,negative
cpin,3.75,8,2017,positive
cpin,-16.04,7,2017,negative
cpin,0.32,6,2017,positive
cpin,-0.63,5,2017,negative
cpin,-0.31,4,2017,negative
cpin,3.23,3,2017,positive
cpin,0.00,2,2017,positive
cpin,0.32,1,2017,positive
cpin,-1.90,12,2016,negative
cpin,-14.86,11,2016,negative
cpin,5.71,10,2016,positive
cpin,-6.17,9,2016,negative
cpin,-0.53,8,2016,negative
cpin,0.00,7,2016,positive
cpin,7.14,6,2016,positive
cpin,-5.79,5,2016,negative
cpin,3.48,4,2016,positive
cpin,6.21,3,2016,positive
cpin,1.05,2,2016,positive
cpin,28.65,1,2016,positive
cpin,-17.85,12,2015,negative
cpin,26.60,11,2015,positive
cpin,25.00,10,2015,positive
cpin,6.95,9,2015,positive
cpin,-26.23,8,2015,negative
cpin,-7.82,7,2015,negative
goto,-6.62,9,2022,negative
goto,2.03,8,2022,positive
goto,-23.71,7,2022,negative
goto,27.63,6,2022,positive
goto,11.76,5,2022,positive
goto,0.00,4,2022,positive
emtk,-4.45,9,2022,negative
emtk,1.87,8,2022,positive
emtk,16.82,7,2022,positive
emtk,-16.19,6,2022,negative
emtk,-35.95,5,2022,negative
emtk,22.04,4,2022,positive
emtk,18.36,3,2022,positive
emtk,15.32,2,2022,positive
emtk,-21.27,1,2022,negative
emtk,18.44,12,2021,positive
emtk,0.00,11,2021,positive
emtk,10.63,10,2021,positive
emtk,-19.82,9,2021,negative
emtk,-21.09,8,2021,negative
emtk,10.00,7,2021,positive
emtk,6.38,6,2021,positive
emtk,4.91,5,2021,positive
emtk,-1.32,4,2021,negative
emtk,7.58,3,2021,positive
emtk,11.05,2,2021,positive
emtk,35.71,1,2021,positive
emtk,68.07,12,2020,positive
emtk,4.13,11,2020,positive
emtk,6.67,10,2020,positive
emtk,37.61,9,2020,positive
emtk,21.11,8,2020,positive
emtk,-8.16,7,2020,negative
emtk,-1.80,6,2020,negative
emtk,-10.89,5,2020,negative
emtk,12.00,4,2020,positive
emtk,-0.60,3,2020,negative
emtk,-9.86,2,2020,negative
emtk,0.00,1,2020,positive
emtk,-0.36,12,2019,negative
emtk,-7.13,11,2019,negative
emtk,10.64,10,2019,positive
emtk,-21.58,9,2019,negative
emtk,-4.53,8,2019,negative
emtk,-5.45,7,2019,negative
emtk,-2.53,6,2019,negative
emtk,-4.24,5,2019,negative
emtk,3.12,4,2019,positive
emtk,-5.33,3,2019,negative
emtk,-2.87,2,2019,negative
emtk,3.57,1,2019,positive
emtk,-4.87,12,2018,negative
emtk,3.27,11,2018,positive
emtk,-3.39,10,2018,negative
emtk,0.00,9,2018,positive
emtk,-0.56,8,2018,negative
emtk,-0.56,7,2018,negative
emtk,0.00,6,2018,positive
emtk,-0.33,5,2018,negative
emtk,4.66,4,2018,positive
emtk,-1.72,3,2018,negative
emtk,-15.90,2,2018,negative
emtk,9.26,1,2018,positive
emtk,4.40,12,2017,positive
emtk,10.98,11,2017,positive
emtk,-19.61,10,2017,negative
emtk,9.68,9,2017,positive
emtk,-19.13,8,2017,negative
emtk,0.00,7,2017,positive
emtk,5.50,6,2017,positive
emtk,9.00,5,2017,positive
emtk,13.64,4,2017,positive
emtk,-0.56,3,2017,negative
emtk,-2.75,2,2017,negative
emtk,-8.82,1,2017,negative
emtk,21.71,12,2016,positive
emtk,-6.82,11,2016,negative
emtk,-8.81,10,2016,negative
emtk,7.22,9,2016,positive
emtk,-7.22,8,2016,negative
emtk,-1.02,7,2016,negative
emtk,6.18,6,2016,positive
emtk,2.56,5,2016,positive
emtk,-4.76,4,2016,negative
emtk,-0.53,3,2016,negative
emtk,0.00,2,2016,positive
emtk,-7.77,1,2016,negative
emtk,4.04,12,2015,positive
emtk,-1.00,11,2015,negative
buka,-7.33,9,2022,negative
buka,2.04,8,2022,positive
buka,4.26,7,2022,positive
buka,-4.08,6,2022,negative
buka,-23.04,5,2022,negative
buka,0.00,4,2022,positive
buka,13.02,3,2022,positive
buka,-5.06,2,2022,negative
buka,-17.21,1,2022,negative
buka,-21.10,12,2021,negative
buka,-21.58,11,2021,negative
buka,-19.19,10,2021,negative
buka,-8.99,9,2021,negative
buka,0.00,8,2021,positive
brpt,1.83,9,2022,positive
brpt,-8.89,8,2022,negative
brpt,19.21,7,2022,positive
brpt,-9.58,6,2022,negative
brpt,-1.76,5,2022,negative
brpt,-6.08,4,2022,negative
brpt,1.69,3,2022,positive
brpt,0.00,2,2022,positive
brpt,4.09,1,2022,positive
brpt,-7.07,12,2021,negative
brpt,-1.60,11,2021,negative
brpt,-3.11,10,2021,negative
brpt,-9.39,9,2021,negative
brpt,9.79,8,2021,positive
brpt,13.45,7,2021,positive
brpt,-5.00,6,2021,negative
brpt,-10.00,5,2021,negative
brpt,4.17,4,2021,positive
brpt,-12.73,3,2021,negative
brpt,24.29,2,2021,positive
brpt,-19.55,1,2021,negative
brpt,4.76,12,2020,positive
brpt,16.67,11,2020,positive
brpt,13.92,10,2020,positive
brpt,-5.95,9,2020,negative
brpt,-11.58,8,2020,negative
brpt,-18.10,7,2020,negative
brpt,-14.07,6,2020,negative
brpt,-6.90,5,2020,negative
brpt,100.00,4,2020,positive
brpt,-26.40,3,2020,negative
brpt,-24.52,2,2020,negative
brpt,-13.58,1,2020,negative
brpt,11.03,12,2019,positive
brpt,43.16,11,2019,positive
brpt,-4.04,10,2019,negative
brpt,9.39,9,2019,positive
brpt,16.62,8,2019,positive
brpt,20.87,7,2019,positive
brpt,-2.73,6,2019,negative
brpt,-18.11,5,2019,negative
brpt,12.26,4,2019,positive
brpt,19.67,3,2019,positive
brpt,14.94,2,2019,positive
brpt,9.21,1,2019,positive
brpt,13.27,12,2018,positive
brpt,12.53,11,2018,positive
brpt,1.90,10,2018,positive
brpt,7.29,9,2018,positive
brpt,-5.51,8,2018,negative
brpt,-8.33,7,2018,negative
brpt,-6.60,6,2018,negative
brpt,-14.17,5,2018,negative
brpt,6.93,4,2018,positive
brpt,-11.83,3,2018,negative
brpt,-0.76,2,2018,negative
brpt,16.81,1,2018,positive
brpt,-0.44,12,2017,negative
brpt,12.38,11,2017,positive
brpt,1.25,10,2017,positive
brpt,1.01,9,2017,positive
brpt,18.62,8,2017,positive
brpt,13.65,7,2017,positive
brpt,-9.29,6,2017,negative
brpt,2.54,5,2017,positive
brpt,8.62,4,2017,positive
brpt,30.63,3,2017,positive
brpt,22.65,2,2017,positive
brpt,23.13,1,2017,positive
brpt,-6.37,12,2016,negative
brpt,10.56,11,2016,positive
brpt,44.90,10,2016,positive
brpt,-9.26,9,2016,negative
brpt,66.15,8,2016,positive
brpt,35.42,7,2016,positive
brpt,0.00,6,2016,positive
brpt,-7.69,5,2016,negative
brpt,10.64,4,2016,positive
brpt,20.51,3,2016,positive
brpt,85.71,2,2016,positive
brpt,61.54,1,2016,positive
brpt,0.00,12,2015,positive
brpt,0.00,11,2015,positive
brpt,0.00,10,2015,positive
brpt,-18.75,9,2015,negative
brpt,-27.27,8,2015,negative
brpt,-8.33,7,2015,negative
brpt,-14.29,6,2015,negative
bmri,0.28,9,2022,positive
bmri,6.95,8,2022,positive
bmri,4.42,7,2022,positive
bmri,-6.76,6,2022,negative
bmri,-5.03,5,2022,negative
bmri,13.29,4,2022,positive
bmri,2.60,3,2022,positive
bmri,3.01,2,2022,positive
bmri,6.41,1,2022,positive
bmri,0.36,12,2021,positive
bmri,-2.44,11,2021,negative
bmri,16.67,10,2021,positive
bmri,0.82,9,2021,positive
bmri,7.02,8,2021,positive
bmri,-3.39,7,2021,negative
bmri,-1.67,6,2021,negative
bmri,-2.83,5,2021,negative
bmri,0.41,4,2021,positive
bmri,0.00,3,2021,positive
bmri,-6.46,2,2021,negative
bmri,3.95,1,2021,positive
bmri,0.00,12,2020,positive
bmri,9.52,11,2020,positive
bmri,16.43,10,2020,positive
bmri,-16.64,9,2020,negative
bmri,2.59,8,2020,positive
bmri,17.17,7,2020,positive
bmri,10.74,6,2020,positive
bmri,0.22,5,2020,positive
bmri,-4.70,4,2020,negative
bmri,-35.67,3,2020,negative
bmri,-3.64,2,2020,negative
bmri,-1.63,1,2020,negative
bmri,10.04,12,2019,positive
bmri,-0.71,11,2019,negative
bmri,0.72,10,2019,positive
bmri,-3.79,9,2019,negative
bmri,-9.09,8,2019,negative
bmri,-0.62,7,2019,negative
bmri,4.56,6,2019,positive
bmri,-0.65,5,2019,negative
bmri,3.69,4,2019,positive
bmri,4.56,3,2019,positive
bmri,-4.36,2,2019,negative
bmri,1.02,1,2019,positive
bmri,-0.34,12,2018,negative
bmri,8.03,11,2018,positive
bmri,1.86,10,2018,positive
bmri,-2.54,9,2018,negative
bmri,3.76,8,2018,positive
bmri,-2.92,7,2018,negative
bmri,-2.84,6,2018,negative
bmri,-1.05,5,2018,negative
bmri,-7.17,4,2018,negative
bmri,-7.53,3,2018,negative
bmri,1.84,2,2018,positive
bmri,1.88,1,2018,positive
bmri,8.11,12,2017,positive
bmri,4.96,11,2017,positive
bmri,4.83,10,2017,positive
bmri,2.67,9,2017,positive
bmri,-4.03,8,2017,negative
bmri,7.06,7,2017,positive
bmri,1.19,6,2017,positive
bmri,7.69,5,2017,positive
bmri,0.00,4,2017,positive
bmri,3.54,3,2017,positive
bmri,3.67,2,2017,positive
bmri,-5.84,1,2017,negative
bmri,10.25,12,2016,positive
bmri,-8.50,11,2016,negative
bmri,2.46,10,2016,positive
bmri,-0.23,9,2016,negative
bmri,11.15,8,2016,positive
bmri,6.03,7,2016,positive
bmri,5.54,6,2016,positive
bmri,-6.47,5,2016,negative
bmri,-6.31,4,2016,negative
bmri,7.85,3,2016,positive
bmri,-0.52,2,2016,negative
bmri,3.78,1,2016,positive
bmri,8.82,12,2015,positive
bmri,-2.30,11,2015,negative
bmri,9.77,10,2015,positive
bbri,2.76,9,2022,positive
bbri,-0.46,8,2022,negative
bbri,5.06,7,2022,positive
bbri,-10.37,6,2022,negative
bbri,-4.93,5,2022,negative
bbri,4.51,4,2022,positive
bbri,2.42,3,2022,positive
bbri,11.79,2,2022,positive
bbri,-0.97,1,2022,negative
bbri,0.49,12,2021,positive
bbri,-3.76,11,2021,negative
bbri,10.39,10,2021,positive
bbri,0.42,9,2021,positive
bbri,5.94,8,2021,positive
bbri,-5.85,7,2021,negative
bbri,-7.51,6,2021,negative
bbri,5.19,5,2021,positive
bbri,-7.97,4,2021,negative
bbri,-6.57,3,2021,negative
bbri,12.68,2,2021,positive
bbri,0.25,1,2021,positive
bbri,1.95,12,2020,positive
bbri,21.72,11,2020,positive
bbri,10.52,10,2020,positive
bbri,-13.38,9,2020,negative
bbri,11.06,8,2020,positive
bbri,4.30,7,2020,positive
bbri,2.71,6,2020,positive
bbri,8.07,5,2020,positive
bbri,-9.61,4,2020,negative
bbri,-27.94,3,2020,negative
bbri,-6.04,2,2020,negative
bbri,1.35,1,2020,positive
bbri,7.59,12,2019,positive
bbri,-2.85,11,2019,negative
bbri,2.19,10,2019,positive
bbri,-3.53,9,2019,negative
bbri,-4.69,8,2019,negative
bbri,2.75,7,2019,positive
bbri,6.35,6,2019,positive
bbri,-6.17,5,2019,negative
bbri,6.07,4,2019,positive
bbri,7.00,3,2019,positive
bbri,0.00,2,2019,positive
bbri,5.18,1,2019,positive
bbri,1.10,12,2018,positive
bbri,14.94,11,2018,positive
bbri,0.00,10,2018,positive
bbri,-0.93,9,2018,negative
bbri,3.57,8,2018,positive
bbri,8.08,7,2018,positive
bbri,-7.79,6,2018,negative
bbri,-4.33,5,2018,negative
bbri,-10.56,4,2018,negative
bbri,-4.77,3,2018,negative
bbri,2.16,2,2018,positive
bbri,1.66,1,2018,positive
bbri,13.38,12,2017,positive
bbri,2.89,11,2017,positive
bbri,2.15,10,2017,positive
bbri,0.98,9,2017,positive
bbri,2.36,8,2017,positive
bbri,-3.12,7,2017,negative
bbri,5.38,6,2017,positive
bbri,12.20,5,2017,positive
bbri,-0.59,4,2017,negative
bbri,8.58,3,2017,positive
bbri,1.92,2,2017,positive
bbri,0.44,1,2017,positive
bbri,7.10,12,2016,positive
bbri,-10.63,11,2016,negative
bbri,0.00,10,2016,positive
bbri,4.71,9,2016,positive
bbri,1.07,8,2016,positive
bbri,6.74,7,2016,positive
bbri,4.36,6,2016,positive
bbri,0.00,5,2016,positive
bbri,-9.42,4,2016,negative
bbri,3.15,3,2016,positive
bbri,-1.32,2,2016,negative
bbri,-1.75,1,2016,negative
bbri,6.04,12,2015,positive
bbri,2.34,11,2015,positive
cpin,-12.42,6,2015,negative
cpin,10.76,5,2015,positive
cpin,-20.03,4,2015,negative
cpin,-6.34,3,2015,negative
cpin,-4.30,2,2015,negative
cpin,4.63,1,2015,positive
cpin,-8.03,12,2014,negative
cpin,-2.14,11,2014,negative
cpin,-0.94,10,2014,negative
cpin,10.27,9,2014,positive
cpin,-2.66,8,2014,negative
cpin,4.77,7,2014,positive
cpin,-0.13,6,2014,negative
cpin,0.13,5,2014,positive
cpin,-5.63,4,2014,negative
cpin,-5.67,3,2014,negative
cpin,2.42,2,2014,positive
cpin,22.52,1,2014,positive
cpin,-0.74,12,2013,negative
cpin,-12.82,11,2013,negative
cpin,14.71,10,2013,positive
cpin,0.74,9,2013,positive
cpin,-21.51,8,2013,negative
cpin,-16.50,7,2013,negative
cpin,4.04,6,2013,positive
cpin,-1.98,5,2013,negative
cpin,0.00,4,2013,positive
cpin,14.77,3,2013,positive
cpin,13.55,2,2013,positive
cpin,6.16,1,2013,positive
emtk,-9.09,10,2015,negative
emtk,4.76,9,2015,positive
emtk,-9.48,8,2015,negative
emtk,4.50,7,2015,positive
emtk,-2.89,6,2015,negative
emtk,-1.47,5,2015,negative
emtk,-1.69,4,2015,negative
emtk,7.27,3,2015,positive
emtk,15.79,2,2015,positive
emtk,21.79,1,2015,positive
emtk,30.00,12,2014,positive
emtk,0.00,11,2014,positive
emtk,-4.76,10,2014,negative
emtk,-8.70,9,2014,negative
emtk,15.00,8,2014,positive
emtk,0.00,7,2014,positive
emtk,5.26,6,2014,positive
emtk,-16.18,5,2014,negative
emtk,18.26,4,2014,positive
emtk,0.00,3,2014,positive
emtk,3.60,2,2014,positive
emtk,0.00,1,2014,positive
emtk,0.91,12,2013,positive
emtk,0.92,11,2013,positive
emtk,0.93,10,2013,positive
emtk,0.00,9,2013,positive
emtk,-10.00,8,2013,negative
emtk,-8.40,7,2013,negative
emtk,2.34,6,2013,positive
emtk,4.07,5,2013,positive
emtk,1.65,4,2013,positive
emtk,8.04,3,2013,positive
emtk,37.25,2,2013,positive
emtk,4.62,1,2013,positive
brpt,3.70,5,2015,positive
brpt,-3.57,4,2015,negative
brpt,-6.67,3,2015,negative
brpt,-3.23,2,2015,negative
brpt,3.33,1,2015,positive
brpt,-3.23,12,2014,negative
brpt,14.81,11,2014,positive
brpt,0.00,10,2014,positive
brpt,-3.57,9,2014,negative
brpt,-3.45,8,2014,negative
brpt,-3.33,7,2014,negative
brpt,0.00,6,2014,positive
brpt,-6.25,5,2014,negative
brpt,-5.88,4,2014,negative
brpt,-5.56,3,2014,negative
brpt,-2.70,2,2014,negative
brpt,-9.76,1,2014,negative
brpt,-6.82,12,2013,negative
brpt,-8.33,11,2013,negative
brpt,-9.43,10,2013,negative
brpt,23.26,9,2013,positive
brpt,0.00,8,2013,positive
brpt,10.26,7,2013,positive
brpt,0.00,6,2013,positive
brpt,-4.88,5,2013,negative
brpt,-6.82,4,2013,negative
brpt,10.00,3,2013,positive
brpt,0.00,2,2013,positive
brpt,-4.76,1,2013,negative
bbni,0.59,9,2022,positive
bbni,8.60,8,2022,positive
bbni,0.00,7,2022,positive
bbni,-14.44,6,2022,negative
bbni,-0.54,5,2022,negative
bbni,11.82,4,2022,positive
bbni,3.12,3,2022,positive
bbni,9.22,2,2022,positive
bbni,8.52,1,2022,positive
bbni,-0.74,12,2021,negative
bbni,-2.86,11,2021,negative
bbni,30.23,10,2021,positive
bbni,-0.46,9,2021,negative
bbni,12.97,8,2021,positive
bbni,3.24,7,2021,positive
bbni,-14.26,6,2021,negative
bbni,-5.26,5,2021,negative
bbni,-0.44,4,2021,negative
bbni,-3.78,3,2021,negative
bbni,7.21,2,2021,positive
bbni,-10.12,1,2021,negative
bbni,2.92,12,2020,positive
bbni,26.58,11,2020,positive
bbni,6.76,10,2020,positive
bbni,-12.94,9,2020,negative
bbni,10.87,8,2020,positive
bbni,0.44,7,2020,positive
bbni,19.58,6,2020,positive
bbni,-6.59,5,2020,negative
bbni,7.33,4,2020,positive
bbni,-45.62,3,2020,negative
bbni,-2.43,2,2020,negative
bbni,-8.28,1,2020,negative
bbni,4.67,12,2019,positive
bbni,-2.28,11,2019,negative
bbni,4.42,10,2019,positive
bbni,-4.55,9,2019,negative
bbni,-9.14,8,2019,negative
bbni,-7.88,7,2019,negative
bbni,9.52,6,2019,positive
bbni,-12.50,5,2019,negative
bbni,2.13,4,2019,positive
bbni,6.82,3,2019,positive
bbni,-3.03,2,2019,negative
bbni,3.12,1,2019,positive
bbni,3.53,12,2018,positive
bbni,16.04,11,2018,positive
bbni,-1.01,10,2018,negative
bbni,-5.13,9,2018,negative
bbni,5.41,8,2018,positive
bbni,4.96,7,2018,positive
bbni,-16.81,6,2018,negative
bbni,5.28,5,2018,positive
bbni,-7.20,4,2018,negative
bbni,-10.80,3,2018,negative
bbni,3.46,2,2018,positive
bbni,-5.05,1,2018,negative
bbni,22.22,12,2017,positive
bbni,6.58,11,2017,positive
bbni,2.70,10,2017,positive
bbni,0.68,9,2017,positive
bbni,-1.34,8,2017,negative
bbni,12.88,7,2017,positive
bbni,0.76,6,2017,positive
bbni,2.75,5,2017,positive
bbni,-1.54,4,2017,negative
bbni,3.60,3,2017,positive
bbni,9.65,2,2017,positive
bbni,3.17,1,2017,positive
bbni,6.76,12,2016,positive
bbni,-7.17,11,2016,negative
bbni,0.45,10,2016,positive
bbni,-5.53,9,2016,negative
bbni,9.81,8,2016,positive
bbni,2.88,7,2016,positive
bbni,8.33,6,2016,positive
bbni,4.69,5,2016,positive
